Name,Verdict,Reason,DetectedBrand,AuthenticityReview
Seiko Prospex Ice Diver U.S. Special Edition SPB265,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Ice Diver U.S. Special Edition SPB265,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex The 1970 Diver's Modern Re-interpretation SPB183,DROP,duplicated description (shared across products),Seiko,
Frederique Constant Classics Automatic FC-303SS5B2B,DROP,duplicated description (shared across products),Frederique Constant,
Raymond Weil Tango Marshall Amplification 8570-BKC-MARS1,DROP,duplicated description (shared across products),Raymond Weil,
Locman Stealth 300 MT Automatic 46mm 0216V4-CBCB5N0S2K,DROP,duplicated description (shared across products),Locman,
Victorinox I.N.O.X. Carbon Mechanical 43mm 241866,DROP,duplicated description (shared across products),Victorinox,
Junghans Max Bill Handaufzug 27/3701.02,DROP,duplicated description (shared across products),Junghans,
Seiko Prospex Captain Willard Mystic Lagoon SPB288,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Sea 1965 Diver's Modern Re-Interpretation 55th Anniversa,DROP,duplicated description (shared across products),Seiko,
Victorinox I.N.O.X. Professional Diver Titanium 241957.1,DROP,duplicated description (shared across products),Victorinox,
Frederique Constant Classics Index Business Timer FC-270N4P6B,DROP,duplicated description (shared across products),Frederique Constant,
Raymond Weil Maestro Analong Black Automatic 2237-ST-20001,DROP,duplicated description (shared across products),Raymond Weil,
Seiko Prospex Sea Diver's 200m Black Series Limited Edition SPB433,DROP,duplicated description (shared across products),Seiko,
Victorinox Journey 1884 Automatic 43mm Stainless Steel 241981,DROP,duplicated description (shared across products),Victorinox,
Seiko Prospex 1965 Heritage Diver's Modern Re-Interpretation SPB143,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Sea Diver's 200M Automatic 45mm SPB321,DROP,duplicated description (shared across products),Seiko,
Frederique Constant Classics Index Automatic FC-303NS5B6,DROP,duplicated description (shared across products),Frederique Constant,
Locman Montecristo Automatic 41mm 0541A02S-00BLWHPB,DROP,duplicated description (shared across products),Locman,
Gruen Curvex Precision Vintage Yellow Gold,DROP,duplicated description (shared across products),,
Victorinox I.N.O.X. Mechanical 43mm Stainless Steel 241835,DROP,duplicated description (shared across products),Victorinox,
Seiko Prospex Alpinist Land GMT SPB377,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Alpinist Land GMT SPB377,DROP,duplicated description (shared across products),Seiko,
Raymond Weil Stainless Steel Millesime 40mm Green Dial,DROP,duplicated description (shared across products),Raymond Weil,
Victorinox I.N.O.X. Mechanical 43mm Stainless Steel 241834,DROP,duplicated description (shared across products),Victorinox,
Seiko Presage Sharp Edged Series 110th Anniversary Limited Edition SPB,DROP,duplicated description (shared across products),Seiko,
Locman Montecristo Chronograph 41mm 0542A01S-00BKORPK,DROP,duplicated description (shared across products),Locman,
Raymond Weil Diver Tango 8280-ST3-20001,DROP,duplicated description (shared across products),Raymond Weil,
Raymond Weil Tango 8160-ST2-60001,DROP,duplicated description (shared across products),Raymond Weil,
Seiko Presage Classic Series Automatic Stainless Steel SPB465,DROP,duplicated description (shared across products),Seiko,
Locman Montecristo Chronograph 44mm 051000BKFOR0GOK,DROP,duplicated description (shared across products),Locman,
Seiko Presage Classic Series Automatic Araigaki Dial SPB467,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Sea Automatic The Black Series Limited Edition SPB335,DROP,duplicated description (shared across products),Seiko,
Locman Stealth 300 MT Chronograph 46mm 0217V1-0KBKNKS2K,DROP,duplicated description (shared across products),Locman,
Locman Ducati Automatic 42mm D104A09S-00CBIPKR,DROP,duplicated description (shared across products),Locman,
Locman Stealth 300 MT Automatic 46mm 0215V3-0KBLNKS2B,DROP,duplicated description (shared across products),Locman,
Seiko Prospex Speedtimer Solar Chronograph SSC945,DROP,duplicated description (shared across products),Seiko,
Frederique Constant Classics Quartz FC-220NS5B6B,DROP,duplicated description (shared across products),Frederique Constant,
Victorinox Journey 1884 43mm Stainless Steel 242009,DROP,duplicated description (shared across products),Victorinox,
Victorinox Fieldforce Chronograph 42mm Stainless Steel 241855,DROP,duplicated description (shared across products),Victorinox,
Tag Heuer Formula 1 Quartz 41mm Stainless Steel WAH1111,DROP,duplicated description (shared across products),TAG Heuer,
Seiko Prospex Speedtimer Solar Chronograph SSC943,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Speedtimer Solar Chronograph Limited Edition SSC909,DROP,duplicated description (shared across products),Seiko,
Locman Ducati Chronograph 42mm D107A09S-00CBIPKR,DROP,duplicated description (shared across products),Locman,
Victorinox Alliance Mechanical 40mm Stainless Steel 241898,DROP,duplicated description (shared across products),Victorinox,
Locman Mare 300 MT Chrono Quartz 44mm 0560M01R-0RBKRGSK2,DROP,duplicated description (shared across products),Locman,
Locman 1960 Automatic 42mm 0255R02R-RRBLRGPB,DROP,duplicated description (shared across products),Locman,
Victorinox Fieldforce 42mm Stainless Steel 241851,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. 43mm Stainless Steel 241688.1,DROP,duplicated description (shared across products),Victorinox,
Seiko Prospex Sea Automatic Diver Samurai SRPL11,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Brian May Red Special Limited Edition SRPH80,DROP,duplicated description (shared across products),Seiko,
Locman Ducati Chronograph 42mm D105A01S-00BKRPKR,DROP,duplicated description (shared across products),Locman,
Locman Island Chrono Quartz 40mm 0618B02S-BLBLWHSB,DROP,duplicated description (shared across products),Locman,
Alsta Nautoscaph IV Automatic 40mm Stainless Steel,DROP,duplicated description (shared across products),,
Seiko Prospex Solar Analog-Digital Diver SNJ025,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Padi Special Edition SRPA21,DROP,duplicated description (shared across products),Seiko,
Victorinox Alliance Sport Chronograph 44mm Stainless Steel 241817,DROP,duplicated description (shared across products),Victorinox,
Victorinox Fieldforce 42mm Stainless Steel 241846,DROP,duplicated description (shared across products),Victorinox,
Victorinox Maverick Large 43mm Stainless Steel 241934,DROP,duplicated description (shared across products),Victorinox,
Victorinox Alliance 40mm Stainless Steel 241803,DROP,duplicated description (shared across products),Victorinox,
Victorinox Alliance Sport Chronograph 44mm Stainless Steel 241816,DROP,duplicated description (shared across products),Victorinox,
Seiko 5 Sports SKX Sports Style GMT Series Automatic SSK001,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Rowing Blazers Collaboration Limited Edition SRPJ59,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports SKX Sports Style GMT Series SSK001,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports SKX Sports Style GMT Series SSK005,DROP,duplicated description (shared across products),Seiko,
"Seiko 5 Sports Naruto & Boruto Limited Edition ""BORUTO"" SBSA087",DROP,duplicated description (shared across products),Seiko,
Locman Ducati Chronograph 42mm D106A07S-00GYYPKY,DROP,duplicated description (shared across products),Locman,
Locman Ducati D106A01S-00BKRSIK,DROP,duplicated description (shared across products),Locman,
Alpina Startimer Pilot Automatic AL-525X4TSP34/6,DROP,duplicated description (shared across products),Alpina,
Alpina Alpiner 4 Automatic 44mm Stainless Steel AL-525X5AQ6,DROP,duplicated description (shared across products),Alpina Alpiner,
Seiko 5 Sports Street Fighter V Collaboration Guile Limited Edition SR,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Honda Super Cub Limited Edition SRPJ75,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Honda Super Cub Limited Edition SRPJ75,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports SKX Sense Style Masked Rider Limited Edition SRPJ91,DROP,duplicated description (shared across products),Seiko,
